15296,2.66
15297,2.66
15298,2.67
15299,2.67
15320,2.62
15321,2.62
15302,2.65
15303,2.65
15304,2.64
15305,2.64
15306,2.64
15307,2.65
15308,2.65
15309,2.65
15310,2.66
15311,2.66
15312,2.66
15313,2.66
15314,2.65
15315,2.65
15316,2.64
15317,2.63
15318,2.63
15319,2.62
15320,2.62
15321,2.62
15322,2.6
15323,2.61
15324,2.61
15325,2.62
15326,2.62
15327,2.63
15328,2.63
15329,2.64
15330,2.64
15331,2.65
15312,2.66
15313,2.66
15314,2.65
15315,2.65
15316,2.64
15317,2.63
15318,2.63
15319,2.62
15400,2.86
15401,2.86
15402,2.85
15403,2.85
15404,2.85
15405,2.85
15406,2.86
15407,2.86
15408,2.86
15409,2.86
15410,2.85
15411,2.85
15412,2.85
15393,2.89
15394,2.88
15395,2.88
15396,2.88
15397,2.88
15398,2.87
15399,2.87
15420,2.85
15421,2.85
15422,2.84
15403,2.85
15404,2.85
15405,2.85
15406,2.86
15407,2.86
15408,2.86
15409,2.86
15410,2.85
15411,2.85
15412,2.85
15413,2.85
15414,2.84
15415,2.84
15416,2.83
15417,2.84
15418,2.84
15419,2.85
