timestamp,x,y,z,pitch,roll,yaw,vx,vy,vz,battery,cpu_load,vicon_count,set_position,set_velocity,calc_thrust
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-220,-2190,247630,0,0,0,-625,65,0,0,0,2030
3254279,-124.178,-48.2208,76.5741,-160,-2170,247610,1.23759,-1.44202,77.1532,-628,60,2,77.1532,-73,2035
3254290,-124.132,-48.2379,76.6091,-110,-2180,247620,0.022592,2.55373,77.2828,-636,55,4,77.2828,-76,2039
3254296,-124.094,-48.2622,76.5752,-50,-2160,247720,1.27632,-0.807935,77.2195,-645,50,5,77.2195,-76,2044
3254307,-124.102,-48.2284,76.5956,0,-2160,247820,-1.39456,0.876358,77.1654,-655,43,7,77.1654,-75,2051
3254319,-124.082,-48.2562,76.5947,50,-2170,247920,-2.62372,0.723959,77.21,-668,36,9,77.21,-77,2059
3254330,-124.039,-48.2924,76.4834,100,-2200,248020,1.9738,-1.21594,77.2679,-668,32,11,77.2679,-81,2063
3254336,-124.133,-48.2692,76.5914,150,-2180,248120,-3.14382,0.772456,77.2308,-651,38,12,77.2308,-80,2057
3254348,-124.029,-48.3315,76.4943,210,-2200,248220,0.227189,-0.88137,77.3304,-644,40,14,77.3304,-84,2055
3254381,-124.12,-48.2583,76.5566,370,-2260,248410,-0.449948,-0.133841,77.2133,-641,41,18,77.2133,-87,2054
3254391,-124.07,-48.2405,76.5665,420,-2270,248500,0.262826,0.712334,77.2076,-638,44,20,77.2076,-89,2052
3254398,-124.036,-48.2563,76.571,470,-2330,248570,0.969957,-0.451999,77.2101,-634,46,21,77.2101,-91,2049
3254410,-124.015,-48.3026,76.4549,510,-2340,248670,-0.351174,0.551358,77.2842,-634,45,23,77.2842,-91,2050
3254421,-124.058,-48.2954,76.445,530,-2380,248760,-0.370089,-1.2413,77.2727,-639,45,25,77.2727,-95,2050
3254432,-124.194,-48.1912,76.667,500,-2360,248760,-3.99743,3.04763,77.106,-636,46,27,77.106,-91,2049
3254443,-124.258,-47.9753,76.8703,450,-2370,248770,0.86413,-0.705044,76.7605,-637,43,29,76.7605,-97,2052
3254453,-124.292,-47.9481,76.8222,500,-2330,248820,-2.18028,1.75529,76.717,-635,41,31,76.717,-95,2054
3254459,-124.302,-48.0175,76.7004,470,-2350,248820,-0.329312,-2.31359,76.828,-638,37,32,76.828,-101,2058
3254471,-124.031,-48.2985,76.4641,520,-2340,248820,2.76528,-6.99043,77.2775,-641,36,34,77.2775,-108,2059
3254483,-124.159,-47.9811,76.8447,480,-2330,248820,-2.08314,8.49794,76.7697,-639,37,36,76.7697,-93,2058
3254489,-124.272,-48.001,76.8267,420,-2360,248890,-3.78415,-0.666052,76.8017,-636,41,37,76.8017,-104,2054
3254500,-124.28,-47.9976,76.8508,440,-2300,248910,0.556691,-0.349438,76.7962,-631,42,39,76.7962,-105,2053
3254511,-124.291,-47.9543,76.7968,430,-2250,248940,-1.30193,1.99959,76.7268,-623,46,41,76.7268,-104,2050
3254523,-124.163,-48.158,76.6717,410,-2240,248940,-1.69758,0.373985,77.0527,-619,47,43,77.0527,-108,2048
3254535,-124.055,-48.222,76.5742,400,-2200,248940,3.83847,-2.01432,77.1552,-598,57,45,77.1552,-113,2038
3254541,-124.035,-48.3134,76.4897,400,-2160,248870,0.671719,-3.04645,77.3015,-596,59,46,77.3015,-115,2036
3254552,-124.035,-48.3232,76.4525,440,-2140,248920,1.9909,-0.0145011,77.3171,-603,52,48,77.3171,-114,2043
3254575,-124.097,-48.2545,76.5752,490,-2130,248920,-2.06389,1.37653,77.2072,-606,48,51,77.2072,-115,2047
3254586,-124.015,-48.3008,76.4713,540,-2120,248890,1.60636,-1.02669,77.232,-609,45,53,77.232,-119,2049
3254591,-124.035,-48.3085,76.5001,550,-2150,248960,-0.784796,-0.30971,77.2937,-611,42,54,77.2937,-120,2053
3254603,-124.166,-47.9996,76.4377,520,-2190,249050,-3.01881,7.86952,76.7993,-601,47,56,76.7993,-112,2049
