160,3.07
161,3.06
162,3.05
163,3.05
164,3.04
165,3.04
166,3.04
167,3.05
168,3.05
169,3.06
170,3.07
171,3.07
152,3.07
153,3.08
154,3.08
155,3.09
156,3.09
157,3.08
158,3.08
159,3.07
180,3.12
181,3.12
162,3.05
163,3.05
164,3.04
165,3.04
166,3.04
167,3.05
168,3.05
169,3.06
170,3.07
171,3.07
172,3.09
173,3.09
174,3.1
175,3.1
176,3.11
177,3.11
178,3.12
179,3.12
260,3.03
261,3.03
262,3.04
263,3.05
264,3.06
265,3.06
266,3.07
267,3.07
268,3.08
269,3.08
270,3.09
271,3.09
272,3.1
253,3.06
254,3.06
255,3.05
256,3.05
257,3.04
258,3.04
259,3.03
280,3.08
281,3.08
282,3.08
263,3.05
264,3.06
265,3.06
266,3.07
267,3.07
268,3.08
269,3.08
270,3.09
271,3.09
272,3.1
273,3.11
274,3.11
275,3.11
276,3.1
277,3.09
278,3.09
279,3.08
360,3.1
361,3.1
362,3.09
363,3.09
364,3.07
365,3.07
366,3.08
367,3.08
368,3.09
369,3.09
370,3.1
371,3.1
372,3.11
373,3.12
354,3.1
355,3.1
356,3.1
357,3.1
358,3.11
359,3.11
380,3.15
381,3.15
382,3.14
383,3.14
364,3.07
365,3.07
366,3.08
367,3.08
368,3.09
369,3.09
370,3.1
371,3.1
372,3.11
373,3.12
374,3.14
375,3.14
376,3.14
377,3.15
378,3.15
379,3.16
460,3.11
461,3.11
462,3.11
463,3.11
464,3.1
465,3.08
466,3.08
467,3.07
468,3.07
469,3.06
470,3.07
471,3.07
472,3.07
473,3.07
474,3.07
455,3.13
456,3.13
457,3.13
458,3.12
459,3.12
480,3.09
481,3.1
482,3.1
483,3.11
484,3.1
465,3.08
466,3.08
467,3.07
468,3.07
469,3.06
470,3.07
471,3.07
472,3.07
473,3.07
474,3.07
475,3.06
476,3.07
477,3.07
478,3.08
479,3.08
480,3.09
481,3.1
482,3.1
483,3.11
484,3.1
485,3.08
486,3.08
487,3.07
488,3.07
489,3.06
490,3.06
491,3.07
492,3.08
493,3.08
494,3.08
475,3.06
476,3.07
477,3.07
478,3.08
479,3.08
560,3.11
561,3.11
562,3.12
563,3.11
564,3.1
565,3.1
566,3.08
567,3.08
568,3.08
569,3.08
570,3.09
571,3.1
572,3.1
573,3.1
574,3.11
575,3.11
556,3.09
557,3.09
558,3.1
559,3.1
580,3.12
581,3.13
582,3.13
583,3.14
584,3.14
585,3.15
566,3.08
567,3.08
568,3.08
569,3.08
570,3.09
571,3.1
572,3.1
573,3.1
574,3.11
575,3.11
576,3.11
577,3.11
578,3.11
579,3.12
620,3.18
621,3.18
622,3.19
623,3.19
624,-1.18581e-19
625,8.96831e-43
626,8.98232e-43
627,8.99634e-43
628,9.01035e-43
629,9.02436e-43
630,9.03838e-43
631,9.05239e-43
632,8.78614e-43
633,8.80015e-43
634,8.81417e-43
635,8.82818e-43
636,8.84219e-43
617,8.85621e-43
618,8.87022e-43
619,8.88423e-43
660,3.12
661,3.12
662,3.11
663,3.11
664,3.1
665,3.11
666,3.11
667,3.11
668,3.11
669,3.11
670,3.11
671,3.1
672,3.1
673,3.09
674,3.1
675,3.1
676,3.11
657,3.11
658,3.11
659,3.12
680,3.11
681,3.12
682,3.12
683,3.13
684,3.13
685,3.14
686,3.14
667,3.11
668,3.11
669,3.11
670,3.11
671,3.1
672,3.1
673,3.09
674,3.1
675,3.1
676,3.11
677,3.1
678,3.1
679,3.1
680,3.11
681,3.12
682,3.12
683,3.13
684,3.13
685,3.14
686,3.14
