timestamp,x,y,z,vx,vy,vz,yaw,sp_x,sp_y,sp_z,sp_flag,debug_1,debug_2,debug_3,debug_4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019695,242.934,-385.419,88.5046,-1.47365,0.0493681,1.89654,0.15977,0,0,800,0,101,-388.694,616.67,0
1049669,243.018,-385.474,88.6596,1.01728,-0.905304,0.650007,0.16093,0,0,800,0,101,-388.829,616.758,0
1049689,242.991,-385.449,88.6408,-0.889371,0.872174,0.203196,0.161131,0,0,800,0,101,-388.786,616.719,0
1049769,243.022,-385.483,88.674,0.150191,-0.00621541,2.89362,0.161404,0,0,800,0,101,-388.835,616.773,0
1049789,243.017,-385.48,88.6591,-1.06455,-0.139666,1.53042,0.161036,0,0,800,0,101,-388.828,616.768,0
1049809,243.007,-385.462,88.6412,-1.1051,1.23976,-0.589718,0.162094,0,0,800,0,101,-388.812,616.74,0
1049833,242.996,-385.467,88.6545,-0.227045,-0.535484,2.38827,0.161091,0,0,800,0,101,-388.801,616.73,0
1049853,243.017,-385.466,88.6355,0.837366,0.0225368,-0.118158,0.161071,0,0,800,0,101,-388.827,616.746,0
1049873,242.968,-385.462,88.6417,-1.62225,-0.352864,0.68234,0.161186,0,0,800,0,101,-388.749,616.74,0
1049973,243.025,-385.46,88.6242,1.10109,1.39173,-0.41777,0.161355,0,0,800,0,101,-388.84,616.736,0
1049993,243.028,-385.46,88.6375,0.293662,0.451484,-0.855479,0.161325,0,0,800,0,101,-388.845,616.736,0
1050013,243.031,-385.48,88.622,0.466848,-1.00583,-0.47882,0.161171,0,0,800,0,101,-388.849,616.769,0
1050037,243.001,-385.493,88.6481,0.403267,-0.666611,1.11144,0.161107,0,0,800,0,101,-388.789,616.768,0
1050057,243.05,-385.501,88.6342,3.27612,-1.61508,-0.254677,0.160979,0,0,800,0,101,-388.881,616.801,0
1050077,243.035,-385.482,88.6462,1.3713,0.430248,-0.435334,0.160854,0,0,800,0,101,-388.856,616.771,0
1050157,243.018,-385.497,88.6574,-0.212919,-0.0878863,0.243638,0.160876,0,0,800,0,101,-388.829,616.795,0
1050177,243.01,-385.464,88.6254,-0.426064,1.07326,-0.274295,0.161094,0,0,800,0,101,-388.816,616.743,0
1050197,243.002,-385.499,88.6635,0.650007,0.675083,-1.06161,0.161116,0,0,800,0,101,-388.803,616.799,0
1050217,243.01,-385.471,88.6231,-0.283345,0.616628,-1.611,0.161212,0,0,800,0,101,-388.816,616.754,0
1050241,242.978,-385.446,88.5934,-0.13474,1.08488,-1.1327,0.160785,0,0,800,0,101,-388.77,616.749,0
1050261,242.99,-385.458,88.5933,-1.54865,1.99269,-2.83811,0.16198,0,0,800,0,101,-388.784,616.734,0
1050341,242.993,-385.467,88.6056,0.476433,-0.946399,0.479397,0.162111,0,0,800,0,101,-388.788,616.747,0
1050361,243.019,-385.49,88.6315,-0.320191,-0.695063,0.0395548,0.161444,0,0,800,0,101,-388.831,616.784,0
1050381,242.982,-385.465,88.6039,-0.501079,0.0295144,1.15285,0.161947,0,0,800,0,101,-388.772,616.743,0
1050401,242.951,-385.481,88.6258,-1.34443,-1.27855,0.997896,0.161791,0,0,800,0,101,-388.722,616.77,0
1050425,242.981,-385.463,88.6226,0.627212,-0.133423,-0.57198,0.161941,0,0,800,0,101,-388.75,616.736,0
1050445,242.972,-385.469,88.6391,-0.531041,0.357495,1.34393,0.161966,0,0,800,0,101,-388.773,616.762,0
1050465,242.965,-385.456,88.6143,-0.125839,0.600183,1.61293,0.161649,0,0,800,0,101,-388.745,616.73,0
1050545,242.98,-385.44,88.619,-0.439918,1.19063,0.0721514,0.161998,0,0,800,0,101,-388.768,616.705,0
1050565,242.971,-385.446,88.5785,-0.297308,0.752647,-2.61046,0.161884,0,0,800,0,101,-388.753,616.714,0
1050585,242.997,-385.5,88.6435,-0.172012,-2.28723,1.1221,0.161373,0,0,800,0,101,-388.795,616.8,0
1050609,242.985,-385.474,88.6216,-1.23753,0.665889,0.992115,0.161844,0,0,800,0,101,-388.816,616.78,0
1050629,242.967,-385.475,88.616,-0.722899,-0.497435,0.255985,0.161828,0,0,800,0,101,-388.771,616.744,0
1050649,242.982,-385.483,88.6226,0.82106,-0.449052,-0.282358,0.16191,0,0,800,0,101,-388.745,616.759,0
1050729,242.99,-385.434,88.617,-0.0104104,2.15012,-0.337278,0.161987,0,0,800,0,101,-388.785,616.694,0
1050749,242.977,-385.469,88.6311,-0.489191,-0.777218,2.82263,0.162094,0,0,800,0,101,-388.763,616.75,0
1050769,243.041,-385.476,88.6286,3.01918,0.0532874,1.05013,0.162078,0,0,800,0,101,-388.866,616.762,0
1050789,242.991,-385.466,88.6167,0.0991795,0.180955,0.144162,0.162026,0,0,800,0,101,-388.785,616.746,0
1050813,242.967,-385.472,88.6249,-0.416282,0.834907,-0.369236,0.161932,0,0,800,0,101,-388.76,616.782,0
1050833,242.979,-385.466,88.6357,-0.732769,1.18824,0.547237,0.162048,0,0,800,0,101,-388.79,616.783,0
1050853,243.001,-385.499,88.6618,-1.38342,-1.17776,0.904923,0.160869,0,0,800,0,101,-388.847,616.761,0
1050933,242.96,-385.431,88.5927,-0.989894,1.89112,-0.589247,0.161919,0,0,800,0,101,-388.735,616.69,0
1050953,242.996,-385.455,88.6232,0.820408,0.226063,-0.543743,0.161991,0,0,800,0,101,-388.794,616.728,0
1050973,242.966,-385.472,88.6211,-1.37169,-1.34533,1.40991,0.162369,0,0,800,0,101,-388.745,616.756,0
1050973,242.966,-385.472,88.6211,-1.37169,-1.34533,1.40991,0.162369,0,0,800,0,101,-388.745,616.756,0
1051017,242.97,-385.458,88.6016,0.142359,-1.83877,0.411899,0.161989,0,0,800,0,202,-388.748,616.674,0
1051037,242.992,-385.43,88.6201,1.81223,-0.637004,1.4189,0.162145,0,0,800,0,101,-388.729,616.668,0
1051057,242.981,-385.44,88.5825,0.543959,-0.781491,-0.544342,0.1619,0,0,800,0,101,-388.752,616.679,0
1051117,242.982,-385.455,88.615,0.573139,0.0992312,-0.0327091,0.162076,0,0,800,0,101,-388.771,616.728,0
1051137,242.999,-385.465,88.603,1.27289,-1.50122,0.815698,0.161707,0,0,800,0,101,-388.799,616.744,0
1051157,242.983,-385.455,88.6041,0.243455,0.48507,0.902807,0.161913,0,0,800,0,101,-388.772,616.728,0
1051177,243.006,-385.475,88.6286,0.515307,-0.333737,-0.193622,0.161106,0,0,800,0,101,-388.809,616.76,0
1051201,243.021,-385.448,88.5883,1.11161,1.58797,-1.93599,0.160969,0,0,800,0,101,-388.797,616.768,0
1051221,242.966,-385.434,88.6132,-1.76642,0.0972881,-0.591172,0.161408,0,0,800,0,101,-388.802,616.697,0
1051241,243.028,-385.47,88.5919,1.47453,-1.28078,0.159611,0.161192,0,0,800,0,101,-388.798,616.711,0
1051321,243.012,-385.462,88.6359,-0.424312,1.23896,-0.193403,0.161017,0,0,800,0,101,-388.819,616.739,0
1051341,243.032,-385.462,88.6106,1.05839,0.253052,-0.976705,0.161336,0,0,800,0,101,-388.851,616.739,0
1051361,242.984,-385.456,88.622,0.118431,-0.532851,0.871485,0.161382,0,0,800,0,101,-388.774,616.73,0
1051385,243.007,-385.478,88.635,-1.14377,0.714775,-0.072743,0.161986,0,0,800,0,101,-388.848,616.788,0
1051405,243.011,-385.481,88.6379,-0.299904,-0.701865,0.591158,0.161141,0,0,800,0,101,-388.827,616.748,0
1051425,243.011,-385.463,88.6336,0.0378266,-0.433061,-0.579584,0.161224,0,0,800,0,101,-388.816,616.726,0
1051445,242.974,-385.454,88.6037,-1.06834,0.705439,-2.41991,0.161373,0,0,800,0,101,-388.793,616.75,0
1051505,243.013,-385.504,88.6578,1.74529,-2.00095,1.0074,0.1616,0,0,800,0,202,-388.821,616.806,0
1051525,242.993,-385.487,88.6324,-0.219619,-0.48197,0.0804721,0.161244,0,0,800,0,101,-388.789,616.78,0
1051545,243.014,-385.493,88.6416,0.573716,-1.4824,1.65645,0.161347,0,0,800,0,101,-388.822,616.789,0
1051565,243.009,-385.429,88.6249,-0.355991,0.942244,-2.06913,0.161469,0,0,800,0,101,-388.815,616.686,0
1051589,243.011,-385.455,88.6584,-0.970125,0.0952329,1.74818,0.160975,0,0,800,0,101,-388.849,616.732,0
1051609,243.002,-385.462,88.5995,0.168079,0.6994,-1.72862,0.161463,0,0,800,0,101,-388.798,616.762,0
1051629,243.019,-385.463,88.6369,3.31359,-1.61105,3.10357,0.162061,0,0,800,0,101,-388.724,616.69,0
1051709,243.004,-385.475,88.6425,1.57325,-1.14935,1.26601,0.161323,0,0,800,0,202,-388.807,616.761,0
1051729,243.023,-385.453,88.6256,-0.481725,1.06138,-0.775982,0.161134,0,0,800,0,101,-388.837,616.725,0
1051749,243.007,-385.475,88.6415,-0.0995386,-1.19865,1.58903,0.161181,0,0,800,0,101,-388.811,616.759,0
1051769,242.992,-385.455,88.618,-1.08193,0.832065,-1.34701,0.161315,0,0,800,0,101,-388.788,616.727,0
1051793,242.994,-385.474,88.6253,-1.24018,-0.0720517,-1.55778,0.161082,0,0,800,0,101,-388.83,616.756,0
1051813,242.97,-385.436,88.6108,-1.39026,1.18539,-1.12642,0.16126,0,0,800,0,101,-388.796,616.736,0
1051833,243.033,-385.476,88.6175,0.40396,-0.257459,1.62064,0.161197,0,0,800,0,101,-388.839,616.753,0
1051913,242.979,-385.439,88.5984,-1.38791,0.489566,0.658784,0.162233,0,0,800,0,101,-388.766,616.703,0
1051933,242.999,-385.441,88.643,0.597932,-0.748526,2.81079,0.161443,0,0,800,0,101,-388.798,616.705,0
1051953,243.03,-385.462,88.6057,0.615718,-1.08897,0.20553,0.161196,0,0,800,0,101,-388.849,616.74,0
1051977,243.024,-385.479,88.6259,-0.965795,-1.23262,0.779464,0.161197,0,0,800,0,101,-388.87,616.727,0
1051977,243.024,-385.479,88.6259,-0.965795,-1.23262,0.779464,0.161197,0,0,800,0,101,-388.87,616.727,0
1052017,243.016,-385.451,88.631,0.127056,2.00071,-0.568732,0.161067,0,0,800,0,202,-388.821,616.785,0
1052037,243.023,-385.468,88.6389,1.12981,0.356933,0.335496,0.160991,0,0,800,0,101,-388.8,616.76,0
1052097,243.011,-385.459,88.6413,-0.00328978,-0.696979,0.208983,0.16123,0,0,800,0,101,-388.817,616.735,0
1052117,243.017,-385.444,88.6152,0.955124,-1.08581,0.838903,0.161458,0,0,800,0,101,-388.828,616.711,0
1052137,243.016,-385.43,88.635,0.0430519,2.15112,0.706739,0.160936,0,0,800,0,101,-388.826,616.688,0
1052157,243.018,-385.443,88.6045,1.09499,-0.536152,1.16086,0.161169,0,0,800,0,101,-388.828,616.708,0
1052181,243.025,-385.469,88.6184,-0.258257,-0.556015,-0.496831,0.16101,0,0,800,0,101,-388.848,616.733,0
1052201,242.999,-385.429,88.6081,-0.309364,0.644139,0.790881,0.160881,0,0,800,0,101,-388.808,616.706,0
1052221,243.013,-385.433,88.6228,0.359294,-0.359678,1.22474,0.161299,0,0,800,0,101,-388.809,616.681,0
1052301,243.009,-385.462,88.6351,-0.560286,-0.0710109,-0.406218,0.161124,0,0,800,0,101,-388.814,616.74,0
1052321,243.008,-385.451,88.6222,-0.126442,0.196067,-0.857523,0.160811,0,0,800,0,101,-388.813,616.721,0
1052341,243.013,-385.451,88.6249,1.11245,0.286152,-0.562099,0.161002,0,0,800,0,101,-388.821,616.721,0
1052365,243.002,-385.456,88.6367,-0.260121,0.0729171,0.925252,0.161354,0,0,800,0,101,-388.812,616.732,0
1052385,242.998,-385.455,88.6041,0.612129,1.57529,-1.76534,0.161146,0,0,800,0,101,-388.777,616.778,0
1052405,242.985,-385.46,88.5909,0.851024,-0.141517,-0.926544,0.1621,0,0,800,0,101,-388.749,616.732,0
1052505,243.009,-385.438,88.5788,0.753714,-0.354879,0.466547,0.161958,0,0,800,0,101,-388.814,616.701,0
1052525,242.988,-385.429,88.5897,0.553368,-0.582197,0.44452,0.161796,0,0,800,0,101,-388.781,616.686,0
1052545,242.98,-385.446,88.5903,-0.563274,-0.92272,0.240583,0.161802,0,0,800,0,101,-388.769,616.714,0
1052569,242.973,-385.448,88.6162,0.50911,-0.0571223,-0.903107,0.161927,0,0,800,0,101,-388.74,616.715,0
1052589,243.004,-385.472,88.6135,-1.67387,0.560866,-1.32386,0.161171,0,0,800,0,101,-388.86,616.774,0
1052609,243.006,-385.455,88.6108,2.19031,-0.342605,-0.122258,0.161009,0,0,800,0,101,-388.74,616.717,0
1052689,242.993,-385.45,88.6029,-0.344918,0.484153,-1.88256,0.16195,0,0,800,0,101,-388.788,616.721,0
1052709,242.984,-385.445,88.6106,-0.0956724,-0.520166,0.864231,0.161555,0,0,800,0,101,-388.774,616.711,0
1052729,242.951,-385.409,88.6005,-0.999539,1.49755,-0.211243,0.162072,0,0,800,0,101,-388.721,616.655,0
1052749,243.004,-385.468,88.6278,1.26307,-0.660035,1.4429,0.162156,0,0,800,0,101,-388.807,616.749,0
1052773,242.995,-385.457,88.6002,0.191216,-1.44027,-0.81652,0.161827,0,0,800,0,101,-388.785,616.685,0
1052793,242.973,-385.452,88.6039,0.440753,-0.199242,-0.0151174,0.162002,0,0,800,0,101,-388.742,616.717,0
