timestamp,x,y,z,pitch,roll,yaw,vx,vy,vz,battery,cpu_load,vicon_count,set_position,set_velocity,calc_thrust
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3283416,-152.879,-25.3811,76.1995,560,-2730,253310,-2.4884,1.73728,40.6097,-537,-49,49,40.6097,-89,2100
3283422,-152.932,-25.4964,76.2066,550,-2720,253290,-1.76089,-3.84307,40.7942,-546,-53,50,40.7942,-96,2100
3283433,-152.878,-25.4464,76.2686,550,-2720,253320,1.34412,-1.61023,40.7142,-560,-59,52,40.7142,-96,2100
3283445,-152.951,-25.5325,76.2347,580,-2610,253370,0.116205,-2.74308,40.8519,-565,-59,54,40.8519,-99,2100
3283457,-153.038,-25.687,76.3264,640,-2540,253330,0.168398,-2.41424,41.0993,-580,-67,56,41.0993,-101,2100
3283468,-152.953,-25.6155,76.2876,590,-2660,253270,3.95129,3.92361,41.1418,-594,-73,58,41.1418,-101,2100
3283474,-152.986,-25.539,76.2983,610,-2650,253160,-1.07817,2.55147,40.8624,-594,-68,59,40.8624,-99,2100
3283485,-152.986,-25.6087,76.3153,650,-2620,253100,-0.438345,-0.700202,40.9739,-603,-69,61,40.9739,-104,2100
3283496,-153.012,-25.6289,76.3002,630,-2630,253130,0.965161,0.533873,41.0062,-594,-61,63,41.0062,-104,2100
3283508,-153.025,-25.6415,76.2857,630,-2630,253200,-0.445733,-0.574745,40.9988,-591,-57,65,40.9988,-106,2100
3283514,-153.047,-25.6021,76.3152,650,-2620,253270,-0.736141,1.3142,40.9633,-586,-52,66,40.9633,-106,2100
3283526,-152.984,-25.5778,76.3109,600,-2620,253260,-0.501291,0.710637,40.9245,-576,-45,68,40.9245,-109,2100
3283537,-152.956,-25.613,76.2424,540,-2570,253210,-0.97681,0.634938,40.9808,-566,-35,70,40.9808,-111,2100
3283548,-152.975,-25.5906,76.3105,550,-2570,253110,0.793668,0.801871,40.945,-555,-28,72,40.945,-112,2100
3283559,-152.934,-25.6338,76.2285,550,-2590,253000,0.903724,0.75848,41.014,-553,-25,74,41.014,-114,2100
3283570,-152.916,-25.5813,76.1854,560,-2590,252900,-2.08436,0.700012,40.958,-554,-26,76,40.958,-115,2100
3283575,-152.88,-25.6419,76.2448,530,-2610,252790,1.45996,-2.4245,41.027,-547,-21,77,41.027,-120,2100
3283587,-152.978,-25.6154,76.1856,490,-2620,252720,0.537845,-0.21759,40.9847,-547,-19,79,40.9847,-120,2100
3283610,-152.953,-25.5894,76.2086,530,-2680,252640,2.66685,1.0953,40.9431,-561,-25,82,40.9431,-122,2100
3283616,-153.016,-25.5696,76.2351,590,-2730,252660,-2.08551,0.658535,40.9114,-562,-23,83,40.9114,-124,2100
3283627,-153.011,-25.5646,76.2344,640,-2750,252670,-1.86119,0.985598,40.9034,-567,-24,85,40.9034,-125,2100
3283661,-152.933,-25.55,76.2709,780,-2760,252790,2.20461,0.0693905,40.88,-595,-38,89,40.88,-131,2100
3283667,-152.865,-25.5636,76.2692,830,-2790,252890,2.26876,-0.453968,40.9018,-603,-41,90,40.9018,-133,2100
3283679,-152.981,-25.5384,76.2286,890,-2800,252990,-0.63038,-0.098639,40.8615,-613,-44,92,40.8615,-134,2100
3283690,-153.011,-25.5465,76.2254,940,-2750,253090,-1.06783,0.21643,40.8744,-621,-46,94,40.8744,-136,2100
3283711,-153.006,-25.5691,76.1843,1040,-2730,253140,-0.614833,0.466778,40.9106,-652,-59,97,40.9106,-139,2100
3283723,-153.001,-25.6025,76.2204,990,-2930,255860,0.834055,-0.643935,40.9332,-59,-49,99,40.9332,-141,2100
3283729,-153.34,-26.7186,75.8183,970,-2900,252940,-11.3001,-37.2011,42.7497,-72,-78,100,42.7497,-182,2100
3283741,-153.149,-26.634,75.7723,970,-2870,254600,-4.00531,-7.67777,42.6144,-82,-106,102,42.6144,-154,2100
3283752,-152.992,-26.5594,76.0096,960,-2840,254650,10.6529,-3.41285,42.4951,-46,-107,104,42.4951,-152,2100
3283758,-153.16,-26.7787,75.5951,1000,-2880,254550,-5.60074,-7.31092,42.846,-44,-130,105,42.846,-157,2100
3283770,-153.099,-26.5913,75.8209,1040,-2900,254430,12.5549,-4.82687,42.546,-45,-152,107,42.546,-156,2100
3283782,-153.054,-26.5954,75.788,1110,-2850,254350,0.86482,0.0509846,42.5526,-64,-186,109,42.5526,-153,2100
3283793,-152.778,-26.0566,76.4131,1120,-2850,254240,14.1021,15.2094,41.6906,-93,-218,111,41.6906,-139,2100
3283804,-153.075,-26.0981,76.4554,1490,-2690,254040,8.22235,21.0307,42.5982,-108,-223,113,42.5982,-175,2100
3283815,-152.177,-24.9379,85.8992,2370,-2230,253740,37.8121,71.9359,42.778,-203,-112,115,42.778,-180,2100
3283821,-150.164,-22.638,97.8073,1690,480,254720,67.1224,76.6617,36.2208,-200,612,116,36.2208,-74,1614.81
3283831,-144.467,-11.1639,170.805,2420,3160,255660,151.021,266.349,17.8622,-70,641,118,17.8622,143,1600
3283842,-134.134,3.11611,287.984,3530,4060,255190,187.33,288.588,-4.98578,100,657,120,-4.98578,201,1600
3283854,-131.266,9.89319,406.732,3630,3260,254710,69.7318,99.6342,-15.8291,219,589,122,-15.8291,27,1600
3283866,-128.003,12.1331,517.297,3360,2050,253920,67.9743,15.6454,-18.6619,340,517,124,-18.6619,-7,1600
3283872,-125.418,13.4409,569.142,3670,1710,253790,86.1796,43.5945,-21.5054,458,501,125,-21.5054,-17,1600
3283882,-121.025,15.5689,653.354,3900,1700,254210,88.3379,36.8333,-24.9103,611,440,127,-24.9103,-18,1600
3283893,-114.837,17.6414,736.404,3810,1440,254280,121.804,34.6831,-28.2262,727,380,129,-28.2262,-13,1600
3283904,-108.338,18.5665,810.314,3870,1410,254130,147.67,5.78312,-29.7065,823,307,131,-29.7065,-37,1600
3283926,-97.7671,14.6775,919.326,3440,950,252920,82.8424,-60.2114,-23.484,971,115,134,-23.484,-112,1644.71
3283937,-93.5615,10.985,957.289,2560,480,252120,60.0063,-72.8621,-21.0734,1035,79,136,-21.0734,-116,1663.52
3283943,-92.1776,7.17889,975.318,1890,-40,251100,46.1305,-126.871,-11.4862,1089,-5,137,-11.4862,-195,1716.95
3283967,-85.2923,-8.99533,1017.63,1270,-810,248500,76.545,-145.017,14.3925,1170,-88,140,14.3925,-252,1766.99
3283978,-82.3528,-16.7768,1025.83,1350,-1290,246920,69.8171,-137.638,26.8429,1195,-136,142,26.8429,-263,1807.1
3283984,-80.7664,-20.325,1027.77,1630,-1510,245250,52.88,-118.272,32.52,1211,-151,143,32.52,-254,1821.36
3284008,-79.6423,-31.2769,1029.11,1610,-1580,242530,-36.2725,-90.4259,50.043,1227,-154,146,50.043,-238,1822.96
3284014,-80.4055,-32.206,1029.41,790,-1170,241810,-25.4407,-30.9696,51.5296,1241,-149,147,51.5296,-186,1821.58
3284026,-84.394,-34.9481,1028.5,140,-730,241500,-83.9459,-45.6654,55.917,1246,-141,149,55.917,-195,1811.12
3284037,-88.4305,-35.7322,1027.85,-540,-320,241460,-75.3888,-22.3643,57.1715,1266,-131,151,57.1715,-176,1802.41
3284058,-93.3432,-36.1628,1024.14,190,-150,241800,-21.7518,1.64104,57.8605,1283,-168,154,57.8605,-170,1839.96
3284069,-93.7436,-36.3418,1017.36,580,-290,242170,-1.40981,-6.17728,58.1469,1288,-165,156,58.1469,-186,1843.34
3284080,-93.9502,-36.4283,1009.42,930,-400,242580,-3.7203,-6.94604,58.2853,1297,-151,158,58.2853,-189,1835.62
3284085,-94.0667,-36.3273,1005.92,1230,-520,242940,-4.6596,4.04075,58.1237,1303,-155,159,58.1237,-180,1842.36
3284097,-95.2096,-36.0642,995.84,1120,-550,243310,-15.3127,18.1086,57.7028,1292,-156,161,57.7028,-166,1850.39
3284108,-98.6787,-35.1953,986.284,810,-200,243750,-81.4323,18.1405,56.3125,1270,-152,163,56.3125,-154,1857.05
3284130,-105.607,-32.8534,969.687,80,430,244370,-37.0047,7.43978,52.5655,1276,-132,166,52.5655,-173,1846.21
3284141,-108.911,-32.4398,961.31,570,150,244600,-59.4553,-2.61515,51.7572,1289,-123,168,51.7572,-151,1845.68
3284152,-110.839,-31.8052,952.232,990,80,244810,-45.176,4.97079,51.0872,1313,-111,170,51.0872,-168,1837.83
3284157,-112.36,-31.8967,947.017,1190,0,244990,-60.822,-3.65844,51.0347,1324,-129,171,51.0347,-184,1861.26
3284169,-116.789,-33.135,933.72,890,-310,245040,-93.874,-38.859,53.016,1308,-132,173,53.016,-217,1877.02
3284180,-121.01,-34.1806,919.887,270,-690,244970,-85.7235,-26.3592,54.6889,1290,-120,175,54.6889,-211,1876.2
3284202,-133.87,-34.4866,896.644,-280,-870,244870,-107.374,17.9802,55.1785,1258,-95,178,55.1785,-167,1870.02
3284213,-138.468,-31.8927,887.638,-360,-550,244980,-85.5151,55.2533,54.1225,1246,-87,180,54.1225,-158,1865.81
3284218,-140.401,-30.0635,883.883,-250,-70,244960,-77.3097,73.1667,48.1016,1232,-79,181,48.1016,-112,1865.39
3284230,-143.012,-24.6191,875.395,50,460,244870,-25.6974,91.5774,39.3905,1236,-65,183,39.3905,-93,1858.23
3284241,-144.578,-19.333,868.455,340,680,244770,-27.062,98.3284,30.9329,1253,-68,185,30.9329,-74,1864.81
3284252,-146.453,-15.0759,860.267,510,670,244690,-43.0809,78.1698,24.1215,1255,-51,187,24.1215,-81,1855.42
3284263,-146.166,-12.3093,852.912,700,520,244600,-13.1836,31.6019,19.6949,1248,-33,189,19.6949,-126,1843.28
3284274,-145.38,-10.3905,847.652,810,200,244690,43.9743,37.3865,16.6247,1264,-25,191,16.6247,-128,1838.41
3284280,-145.029,-9.52747,844.419,1360,-20,244760,11.6814,28.7663,15.244,1248,-52,192,15.244,-128,1868.02
3284290,-143.736,-9.07635,836.776,1380,-70,244650,20.6385,14.8126,14.5222,1236,-40,194,14.5222,-143,1865.22
3284302,-143.212,-8.42925,829.714,1020,210,244320,26.604,3.97433,13.4868,1217,-27,196,13.4868,-154,1857.91
3284324,-145.901,-8.93379,822.124,910,260,243770,2.89846,-30.5939,14.2941,1214,-31,200,14.2941,-183,1866.01
3284330,-147.263,-9.61053,819.65,860,-200,243680,-45.4216,-22.558,15.3768,1214,-28,201,15.3768,-167,1865.05
