timestamp,x,y,z,pitch,roll,yaw,vx,vy,vz,battery,cpu_load,vicon_count,set_position,set_velocity,calc_thrust
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1620,-250,251380,0,0,-500,-18,35,0,-500,500,2060
766663,-36.4239,3.78984,75.3122,1560,-290,252400,-0.1488,-0.354449,-500,0,33,2,-500,499,2062
766669,-36.4711,3.917,75.2174,1610,-330,253420,-1.57202,4.23891,-500,21,34,3,-500,504,2060
766680,-36.5395,3.93387,75.3012,1630,-370,254410,-2.43124,4.82775,-500,25,26,5,-500,504,2069
766691,-36.4536,3.82356,75.4055,1620,-360,255300,0.146291,0.791935,-500,45,29,7,-500,500,2066
766714,-36.3823,3.73783,75.4006,1870,-310,250890,1.74549,-1.90104,-500,3,-6,10,-500,498,2100
766724,-36.8129,3.31438,75.5311,1890,-260,251060,-13.5115,-9.29941,-500,4,-21,12,-500,490,2100
766735,-37.0627,2.71922,74.8777,1940,-320,252760,-19.4806,-28.1249,-500,-4,-40,14,-500,503,2100
766752,-36.8854,3.2318,75.4311,1870,-380,248880,1.88171,-16.8413,-500,30,-42,17,-500,483,2100
766763,-36.605,3.47137,75.9062,1870,-360,249650,-0.687923,-3.45342,-500,32,-59,19,-500,513,2100
766780,-36.9453,3.73462,75.2178,1960,-410,250930,-9.20479,4.10137,-500,0,-105,22,-500,504,2100
766791,-36.9589,3.77748,75.2264,2020,-440,251660,-14.7762,18.6366,-500,-10,-125,24,-500,518,2100
766797,-36.124,3.52059,75.7828,3770,1150,252210,27.8278,-8.56291,-500,-16,-68,25,-500,491,2100
766809,-37.7301,2.06547,82.4716,6040,3810,253070,-30.8335,-43.7201,-500,88,-3,27,-500,456,2098
766831,-38.7167,8.98127,192.534,6350,5530,260390,-97.7709,183.126,-500,293,989,30,-500,683,1600
766842,-39.9062,17.959,317.834,6120,5950,264170,-90.8153,157.27,-500,392,1230,32,-500,657,1600
766853,-51.1525,19.0702,470.029,4640,5310,265740,-213.231,15.4728,-500,552,1232,34,-500,524,1600
766859,-59.2132,17.4378,554.006,2380,3820,266620,-268.691,-54.4139,-500,695,1164,35,-500,445,1600
766871,-75.0305,8.54758,716.614,930,2250,267580,-240.491,-161.323,-500,836,1010,37,-500,338,1600
766893,-94.1223,-23.0736,953.904,780,-710,267420,-143.478,-342.742,-500,1062,553,40,-500,157,1600
766903,-101.463,-41.9407,1030.48,1000,-800,267090,-126.611,-358.355,-500,1149,402,42,-500,141,1600
766914,-107.14,-59.8124,1097.66,1210,-30,267000,-108.669,-309.025,-500,1222,211,44,-500,161,1600
766920,-111.054,-68.696,1125.52,1340,690,267800,-130.44,-296.121,-500,1245,149,45,-500,203,1600
766932,-116.911,-81.5943,1175.84,1940,1310,268780,-93.0801,-221.39,-500,1299,146,47,-500,278,1600
