timestamp,x,y,z,vx,vy,vz,yaw,sp_x,sp_y,sp_z,sp_flag,debug_1,debug_2,debug_3,debug_4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927205,242.952,-385.555,88.5399,-0.666737,0.368408,-1.25769,0.162044,0,0,800,0,101,-388.723,616.889,0
930710,242.961,-385.575,88.5911,0.445807,-0.134488,0.691884,0.161575,0,0,800,0,101,-388.724,616.915,0
930730,242.948,-385.582,88.5749,0.272115,-0.844292,-0.0377153,0.161357,0,0,800,0,101,-388.707,616.904,0
930750,242.94,-385.565,88.5656,-0.490595,-0.762106,-0.420892,0.161567,0,0,800,0,101,-388.704,616.904,0
930830,242.939,-385.582,88.564,-0.365658,-0.113944,0.710277,0.161625,0,0,800,0,101,-388.703,616.932,0
930850,242.961,-385.553,88.5905,1.12982,0.218411,0.823455,0.161806,0,0,800,0,101,-388.738,616.884,0
930870,242.965,-385.567,88.576,0.629039,0.0847246,0.648492,0.161573,0,0,800,0,101,-388.743,616.908,0
930890,242.968,-385.581,88.587,1.08952,-0.352774,1.21044,0.16143,0,0,800,0,101,-388.749,616.929,0
930914,242.923,-385.576,88.551,-1.20316,0.0490997,-0.28385,0.161356,0,0,800,0,101,-388.716,616.923,0
930934,242.938,-385.569,88.5696,-0.129729,0.593507,1.09478,0.16156,0,0,800,0,101,-388.705,616.929,0
931034,242.925,-385.573,88.5775,-1.13038,0.258746,-0.324523,0.161158,0,0,800,0,101,-388.68,616.917,0
931054,242.98,-385.585,88.6084,0.179074,0.217307,0.68968,0.161249,0,0,800,0,101,-388.768,616.936,0
931074,242.944,-385.552,88.5858,-0.703394,0.483408,-0.437149,0.161348,0,0,800,0,101,-388.71,616.884,0
931094,242.97,-385.577,88.5981,0.812708,0.808993,2.09686,0.161548,0,0,800,0,101,-388.753,616.924,0
931118,242.941,-385.569,88.5547,-0.0679391,0.710294,-1.00437,0.161293,0,0,800,0,101,-388.709,616.934,0
931138,242.942,-385.55,88.5757,-0.272197,1.59899,0.295203,0.161794,0,0,800,0,101,-388.716,616.931,0
931218,242.931,-385.592,88.5935,-0.265135,-1.30489,1.77294,0.161294,0,0,800,0,101,-388.689,616.948,0
931238,242.944,-385.577,88.5891,0.0118853,-0.257409,0.126809,0.161257,0,0,800,0,101,-388.711,616.923,0
931258,242.909,-385.556,88.5711,-0.652969,0.436873,0.00162773,0.161426,0,0,800,0,101,-388.654,616.89,0
931278,242.949,-385.578,88.5954,0.986548,0.139081,0.334963,0.161448,0,0,800,0,101,-388.719,616.924,0
931302,242.931,-385.58,88.5826,-0.0599985,0.515476,1.18623,0.161483,0,0,800,0,101,-388.692,616.945,0
931322,242.899,-385.537,88.5785,-2.20802,1.64333,-0.0130782,0.161918,0,0,800,0,101,-388.708,616.912,0
931342,242.951,-385.606,88.5902,-0.163667,-1.1802,1.49948,0.161612,0,0,800,0,101,-388.727,616.931,0
931421,242.951,-385.59,88.5684,1.36496,-0.603511,-0.379378,0.161235,0,0,800,0,101,-388.721,616.944,0
