-0.33,-0.34,-0.34,-0.33,-0.34,-0.34,-0.34,-0.33,-0.33,-0.32,-0.33,-0.34,-0.34,-0.34,-0.32,-0.32,-0.31,-0.32,-0.32,-0.33,
-0.33,-0.34,-0.34,-0.33,-0.35,-0.35,-0.35,-0.36,-0.36,-0.37,-0.38,-0.38,-0.39,-0.38,-0.32,-0.32,-0.31,-0.32,-0.32,-0.33,
-0.39,-0.39,-0.38,-0.37,-0.35,-0.35,-0.35,-0.36,-0.36,-0.37,-0.38,-0.38,-0.39,-0.38,-0.4,-0.41,-0.4,-0.4,-0.39,-0.39,
-0.35,-0.34,-0.34,-0.33,-0.34,-0.34,-0.35,-0.35,-0.34,-0.34,-0.34,-0.33,-0.33,-0.32,-0.36,-0.36,-0.37,-0.37,-0.36,-0.35,
-0.3,-0.3,-0.29,-0.29,-0.28,-0.26,-0.26,-0.26,-0.25,-0.25,-0.25,-0.26,-0.26,-0.26,-0.27,-0.28,-0.29,-0.29,-0.3,-0.3,
-0.28,-0.27,-0.27,-0.27,-0.27,-0.26,-0.26,-0.26,-0.25,-0.25,-0.25,-0.26,-0.26,-0.26,-0.27,-0.28,-0.28,-0.28,-0.28,-0.29,
-0.28,-0.27,-0.27,-0.27,-0.27,-0.29,-0.29,-0.29,-0.29,-0.28,-0.28,-0.27,-0.26,-0.26,-0.26,-0.28,-0.28,-0.28,-0.28,-0.29,
-0.22,-0.22,-0.21,-0.2,-0.17,-0.29,-0.29,-0.29,-0.29,-0.28,-0.28,-0.27,-0.26,-0.26,-0.26,-0.25,-0.25,-0.24,-0.24,-0.22,
4.48,4.79,4.97,4.96,4.83,4.05,4.03,3.87,3.76,3.7,3.69,3.69,3.71,3.75,3.81,3.02,3.08,3.42,3.74,4.13,
3.86,3.86,3.86,3.87,3.87,3.87,3.87,3.84,3.83,3.82,3.83,3.83,3.83,3.84,3.84,3.84,3.84,3.85,3.85,3.85,
3.86,3.86,3.86,3.87,3.87,3.87,3.87,3.85,3.84,3.84,3.84,3.83,3.83,3.83,3.83,3.83,3.84,3.85,3.85,3.85,
2.68,2.65,2.64,2.65,2.69,2.74,2.79,2.84,2.33,2.23,2.2,2.28,2.48,2.7,2.9,3.03,3.08,3.08,2.79,2.74,
2.68,2.65,2.64,2.65,2.69,2.74,2.79,2.84,2.89,2.88,2.88,2.88,2.88,2.89,2.89,2.9,2.91,2.91,2.79,2.74,
2.95,2.98,2.99,2.98,2.98,2.95,2.92,2.89,2.89,2.88,2.88,2.88,2.88,2.89,2.89,2.9,2.91,2.91,2.91,2.92,
2.95,2.98,2.99,2.98,2.98,2.95,2.92,2.89,2.88,2.89,2.9,2.9,2.9,2.91,2.91,2.9,2.9,2.9,2.91,2.92,
3.09,3.09,3.09,3.08,3.08,3.07,3.06,3.06,3.05,3.14,3.14,3.14,3.15,3.14,3.14,3.13,3.13,3.12,3.12,3.1,
2.9,2.89,2.89,2.88,2.88,2.87,2.86,2.86,2.85,2.85,2.83,2.83,2.82,2.82,2.81,2.8,2.8,2.79,2.78,2.78,
2.75,2.75,2.74,2.74,2.73,2.73,2.72,2.72,2.73,2.73,2.83,2.83,2.82,2.82,2.81,2.8,2.8,2.79,2.78,2.78,
3.12,3.09,3.09,3.1,3.11,3.11,3.11,3.1,3.1,3.09,3.08,3.07,3.08,3.08,3.09,3.09,3.1,3.1,3.11,3.11,
3.12,3.14,3.14,3.14,3.14,3.15,3.15,3.16,3.16,3.17,3.17,3.07,3.08,3.08,3.09,3.09,3.1,3.1,3.11,3.11,
3.04,3.04,3.04,3.04,3.05,3.05,3.06,3.07,3.07,3.06,3.05,3.05,3.03,3.03,3.02,3.02,3.02,3.03,3.03,3.04,
3.04,3.04,3.02,3.02,3.01,3.01,3.02,3.02,3.03,3.03,3.04,3.04,3.03,3.03,3.02,3.02,3.02,3.03,3.03,3.04,
3.03,3.03,3.02,3.02,3.01,3.01,3.02,3.02,3.03,3.03,3.04,3.04,3.07,3.07,3.07,3.06,3.06,3.05,3.04,3.04,
3.08,3.08,3.07,3.09,3.09,3.08,3.09,3.1,3.1,3.09,3.09,3.08,3.07,3.08,3.09,3.09,3.1,3.1,3.09,3.09,
3.08,3.08,3.07,3.06,3.06,3.06,3.07,3.07,3.06,3.05,3.05,3.04,3.04,3.08,3.09,3.09,3.1,3.1,3.09,3.09,
3.05,3.05,3.05,3.06,3.06,3.06,3.07,3.07,3.06,3.05,3.05,3.04,3.04,3.07,3.07,3.07,3.07,3.07,3.06,3.06,
2.96,2.95,2.95,2.95,2.97,2.97,2.97,2.98,2.99,2.99,3,3,3.01,3.01,2.96,2.96,2.96,2.97,2.97,2.96,
3.04,3.05,3.06,3.06,2.97,2.97,2.97,2.98,2.99,2.99,3,3,3.01,3.01,3.01,3.01,3.02,3.02,3.03,3.04,
3.11,3.1,3.1,3.09,3.1,3.13,3.13,3.14,3.14,3.15,3.15,3.15,3.15,3.14,3.14,3.12,3.12,3.13,3.12,3.11,
3.11,3.1,3.1,3.09,3.1,3.12,3.12,3.11,3.11,3.11,3.12,3.12,3.11,3.11,3.1,3.12,3.12,3.13,3.12,3.11,
3,3,3.01,3.01,3,3,2.99,2.98,2.98,2.97,2.97,2.96,2.96,2.96,2.95,2.96,2.98,2.98,2.98,2.99,
3,3,3.01,3.01,3,3,3.01,3.01,3.02,3.03,3.02,3.02,3.01,3,3,3,2.98,2.98,2.98,2.99,
3.02,3.03,3.03,3.04,3.04,3.04,3.01,3.01,3.02,3.03,3.02,3.02,3.01,3,3,3,3,3,3.01,3.02,
3.33,3.33,3.33,3.32,3.32,3.31,3.31,3.3,3.3,3.3,3.31,3.32,3.32,3.33,3.33,3.32,3.31,3.32,3.32,3.33,
3.33,3.33,3.33,3.32,3.32,3.31,3.31,3.3,3.3,3.3,3.29,3.28,3.28,3.27,3.27,3.26,3.26,3.32,3.32,3.33,
2.96,2.97,2.97,2.98,2.98,2.98,2.98,2.98,3.03,3.03,3.02,3.02,3.01,3,3,2.99,2.98,2.98,2.96,2.96,
3.11,3.11,3.12,3.13,3.12,3.11,3.11,3.11,3.1,3.04,3.04,3.05,3.05,3.06,3.07,3.07,3.07,3.08,3.1,3.1,
3.21,3.21,3.22,3.22,3.23,3.23,3.24,3.25,3.25,3.27,3.27,3.27,3.28,3.29,3.29,3.3,3.3,3.31,3.31,3.2,
3.33,3.34,3.34,3.35,3.36,3.36,3.37,3.37,3.36,3.27,3.27,3.27,3.28,3.29,3.29,3.3,3.3,3.31,3.31,3.33,
3.2,3.2,3.2,3.19,3.19,3.18,3.18,3.18,3.18,3.17,3.16,3.16,3.16,3.15,3.16,3.16,3.17,3.17,3.17,3.16,
3.14,3.14,3.14,3.14,3.15,3.15,3.16,3.15,3.15,3.14,3.16,3.16,3.16,3.15,3.16,3.16,3.17,3.17,3.17,3.16,
3,2.98,2.97,2.97,2.98,2.97,2.97,2.96,2.96,2.97,2.98,2.98,2.98,2.99,2.99,3,3,2.99,2.98,2.99,
3,3.01,3.02,3.02,3.03,3.02,3.01,3.01,3,3,3,2.98,2.98,2.99,2.99,3,3,2.99,2.98,2.99,
3.35,3.34,3.24,3.24,3.25,3.25,3.26,3.26,3.27,3.28,3.28,3.29,3.31,3.31,3.31,3.32,3.32,3.33,3.33,3.34,
3.35,3.34,3.36,3.36,3.37,3.37,3.37,3.38,3.38,3.39,3.39,3.4,3.31,3.31,3.31,3.32,3.32,3.33,3.33,3.34,
3.13,3.12,3.12,3.22,3.22,3.22,3.21,3.2,3.2,3.19,3.19,3.18,3.18,3.16,3.16,3.16,3.15,3.14,3.14,3.13,
3.13,3.12,3.12,3.1,3.1,3.09,3.09,3.09,3.1,3.1,3.09,3.09,3.08,3.16,3.16,3.16,3.15,3.14,3.14,3.13,
3.33,3.32,3.31,3.31,3.36,3.36,3.36,3.36,3.36,3.35,3.34,3.34,3.33,3.33,3.31,3.31,3.3,3.31,3.31,3.32,
3.33,3.32,3.31,3.31,3.29,3.29,3.28,3.28,3.29,3.29,3.29,3.29,3.28,3.28,3.31,3.31,3.3,3.31,3.31,3.32,
3.26,3.26,3.26,3.26,3.29,3.29,3.28,3.28,3.29,3.29,3.29,3.29,3.28,3.28,3.26,3.26,3.25,3.25,3.24,3.25,
3.21,3.21,3.22,3.22,3.23,3.26,3.26,3.27,3.27,3.28,3.27,3.27,3.26,3.26,3.25,3.23,3.23,3.22,3.22,3.22,
3.21,3.21,3.22,3.22,3.23,3.25,3.25,3.25,3.26,3.27,3.27,3.28,3.28,3.27,3.26,3.23,3.23,3.22,3.22,3.22,
3.27,3.26,3.27,3.27,3.27,3.26,3.29,3.28,3.28,3.27,3.26,3.27,3.27,3.28,3.29,3.29,3.28,3.28,3.28,3.27,
3.27,3.26,3.27,3.27,3.27,3.26,3.24,3.24,3.23,3.23,3.22,3.22,3.21,3.21,3.21,3.2,3.28,3.28,3.28,3.27,
3.11,3.1,3.11,3.11,3.12,3.12,3.13,3.12,3.12,3.11,3.1,3.1,3.1,3.1,3.11,3.1,3.1,3.1,3.1,3.11,
3.11,3.1,3.11,3.11,3.12,3.12,3.13,3.15,3.15,3.16,3.16,3.16,3.16,3.17,3.17,3.18,3.18,3.1,3.1,3.11,
3.35,3.35,3.34,3.33,3.33,3.32,3.32,3.31,3.38,3.38,3.39,3.39,3.4,3.4,3.39,3.38,3.38,3.38,3.36,3.36,
3.35,3.35,3.34,3.33,3.33,3.32,3.32,3.31,3.29,3.29,3.29,3.28,3.28,3.27,3.26,3.27,3.27,3.27,3.36,3.36,
3.57,3.58,3.59,3.59,3.58,3.58,3.58,3.59,3.59,3.51,3.51,3.52,3.52,3.53,3.54,3.54,3.55,3.55,3.55,3.57,
3.57,3.58,3.59,3.59,3.58,3.58,3.58,3.59,3.59,3.61,3.61,3.61,3.61,3.62,3.63,3.63,3.64,3.64,3.64,3.57,
3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.41,3.4,3.44,3.44,3.44,3.43,3.42,3.42,3.42,3.43,3.44,3.44,
3.41,3.43,3.43,3.43,3.44,3.45,3.45,3.46,3.46,3.46,3.47,3.36,3.37,3.37,3.38,3.38,3.38,3.39,3.39,3.4,
3.46,3.43,3.43,3.43,3.44,3.45,3.45,3.46,3.46,3.46,3.47,3.48,3.47,3.47,3.46,3.46,3.46,3.47,3.47,3.47,
3.46,3.48,3.48,3.49,3.49,3.48,3.48,3.48,3.49,3.49,3.49,3.48,3.47,3.47,3.46,3.46,3.46,3.47,3.47,3.47,
3.71,3.7,3.71,3.71,3.72,3.72,3.73,3.73,3.73,3.72,3.71,3.71,3.71,3.71,3.7,3.7,3.69,3.7,3.7,3.71,
3.71,3.7,3.71,3.71,3.71,3.72,3.73,3.73,3.74,3.74,3.74,3.74,3.71,3.71,3.7,3.7,3.69,3.7,3.7,3.71,
3.72,3.71,3.71,3.76,3.76,3.76,3.75,3.75,3.74,3.74,3.73,3.73,3.72,3.7,3.7,3.7,3.71,3.71,3.72,3.72,
3.72,3.71,3.71,3.69,3.69,3.69,3.69,3.7,3.69,3.68,3.68,3.67,3.68,3.7,3.7,3.7,3.71,3.71,3.72,3.72,
3.75,3.75,3.76,3.76,3.75,3.74,3.74,3.74,3.73,3.73,3.72,3.71,3.71,3.71,3.71,3.72,3.73,3.73,3.74,3.74,
3.75,3.75,3.76,3.76,3.78,3.78,3.79,3.79,3.8,3.8,3.81,3.81,3.82,3.82,3.71,3.72,3.73,3.73,3.74,3.74,
3.87,3.87,3.88,3.89,3.78,3.78,3.79,3.79,3.8,3.8,3.81,3.81,3.82,3.82,3.84,3.84,3.85,3.85,3.86,3.86,
4,4,3.99,3.99,3.98,3.96,3.96,3.95,3.95,3.94,3.94,3.93,3.92,3.92,3.91,3.99,3.99,4,4,4.01,
3.87,3.87,3.86,3.85,3.85,3.96,3.96,3.95,3.95,3.94,3.94,3.93,3.92,3.92,3.91,3.89,3.89,3.89,3.88,3.88,
3.87,3.87,3.86,3.85,3.85,3.83,3.83,3.82,3.82,3.81,3.81,3.8,3.8,3.79,3.78,3.89,3.89,3.89,3.88,3.88,
3.74,3.73,3.73,3.72,3.72,3.83,3.83,3.82,3.82,3.81,3.81,3.8,3.8,3.79,3.78,3.76,3.76,3.75,3.75,3.74,
3.42,3.42,3.43,3.43,3.44,3.44,3.46,3.47,3.47,3.47,3.46,3.46,3.45,3.45,3.44,3.44,3.4,3.4,3.41,3.41,
3.44,3.45,3.45,3.46,3.47,3.47,3.46,3.47,3.47,3.47,3.46,3.46,3.45,3.45,3.44,3.44,3.43,3.43,3.43,3.44,
3.44,3.45,3.45,3.44,3.44,3.45,3.45,3.43,3.43,3.43,3.43,3.42,3.42,3.41,3.41,3.41,3.41,3.43,3.43,3.44,
3.44,3.45,3.45,3.44,3.44,3.45,3.45,3.47,3.47,3.48,3.48,3.48,3.49,3.49,3.5,3.5,3.5,3.43,3.43,3.44,
3.49,3.5,3.5,3.51,3.51,3.52,3.52,3.53,3.46,3.46,3.46,3.45,3.45,3.44,3.45,3.45,3.46,3.46,3.48,3.49,
3.49,3.5,3.5,3.51,3.51,3.52,3.52,3.53,3.55,3.55,3.56,3.57,3.57,3.58,3.58,3.59,3.59,3.6,3.48,3.49,
3.57,3.56,3.56,3.55,3.55,3.54,3.54,3.53,3.55,3.55,3.56,3.57,3.57,3.58,3.58,3.59,3.59,3.6,3.58,3.58,
3.52,3.52,3.53,3.53,3.54,3.54,3.54,3.54,3.53,3.45,3.45,3.46,3.46,3.47,3.47,3.48,3.49,3.49,3.5,3.51,
3.52,3.52,3.53,3.53,3.54,3.54,3.54,3.54,3.53,3.53,3.53,3.54,3.54,3.55,3.55,3.56,3.56,3.57,3.57,3.51,
3.46,3.46,3.47,3.46,3.47,3.48,3.48,3.48,3.49,3.48,3.47,3.47,3.48,3.48,3.49,3.49,3.48,3.47,3.47,3.46,
3.46,3.46,3.47,3.46,3.47,3.48,3.48,3.48,3.49,3.48,3.47,3.47,3.47,3.46,3.45,3.45,3.44,3.44,3.44,3.45,
3.44,3.44,3.44,3.43,3.43,3.42,3.42,3.41,3.41,3.4,3.47,3.47,3.47,3.46,3.45,3.45,3.44,3.44,3.44,3.45,
3.13,3.13,3.13,3.14,3.14,3.15,3.15,3.16,3.16,3.17,3.17,3.17,3.17,3.17,3.16,3.15,3.15,3.14,3.14,3.13,
3.12,3.13,3.13,3.14,3.14,3.15,3.15,3.16,3.16,3.17,3.17,3.15,3.15,3.15,3.15,3.15,3.15,3.14,3.14,3.13,
3.06,3.07,3.07,3.06,3.07,3.07,3.08,3.08,3.09,3.09,3.1,3.1,3.11,3.02,3.02,3.03,3.03,3.04,3.05,3.05,
3.16,3.16,3.17,3.06,3.07,3.07,3.08,3.08,3.09,3.09,3.1,3.1,3.11,3.12,3.13,3.13,3.14,3.14,3.14,3.15,
3.16,3.16,3.17,3.19,3.19,3.2,3.2,3.21,3.21,3.22,3.22,3.21,3.2,3.12,3.13,3.13,3.14,3.14,3.14,3.15,
