timestamp,x,y,z,vx,vy,vz,yaw,sp_x,sp_y,sp_z,sp_flag,debug_1,debug_2,debug_3,debug_4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854285,242.82,-385.486,88.6538,-1.0248,1.77768,-1.39596,0.163523,0,0,800,0,8888,-388.545,616.835,0
854305,242.837,-385.485,88.635,-0.551767,2.61548,-0.59278,0.163801,0,0,800,0,101,-388.558,616.859,0
854385,242.85,-385.512,88.6441,-1.38949,3.26453,0.968077,0.163102,0,0,800,0,101,-388.56,616.819,0
854405,242.832,-385.55,88.5978,-1.22376,1.50115,-1.89041,0.163443,0,0,800,0,101,-388.531,616.879,0
854425,242.858,-385.576,88.6498,0.23011,0.202068,-0.391249,0.163447,0,0,800,0,101,-388.572,616.922,0
854448,242.856,-385.604,88.6373,-0.0713643,-0.60188,0.357045,0.163378,0,0,800,0,101,-388.571,616.947,0
854468,242.869,-385.592,88.6561,-0.754573,-0.368805,1.50692,0.162913,0,0,800,0,101,-388.615,616.935,0
854488,242.852,-385.594,88.6418,1.1047,-3.08182,1.52859,0.163078,0,0,800,0,101,-388.537,616.876,0
854509,242.89,-385.587,88.6527,1.63333,-0.813307,0.279543,0.16308,0,0,800,0,101,-388.572,616.914,0
854529,242.82,-385.51,88.6464,-1.32946,3.0063,-0.0107713,0.162907,0,0,800,0,101,-388.566,616.936,0
854629,242.864,-385.558,88.6773,-0.503475,0.216997,1.89232,0.162765,0,0,800,0,202,-388.582,616.893,0
854652,242.836,-385.57,88.608,-1.24282,0.151807,0.279736,0.163165,0,0,800,0,101,-388.567,616.916,0
854673,242.838,-385.593,88.5836,-0.060699,-0.92655,-0.0960741,0.163835,0,0,800,0,101,-388.544,616.911,0
854689,242.86,-385.569,88.6006,-0.17613,1.34123,-1.09731,0.163338,0,0,800,0,101,-388.577,616.91,0
854713,242.853,-385.584,88.6316,0.888036,-0.867285,0.249762,0.163209,0,0,800,0,101,-388.537,616.906,0
854769,242.854,-385.573,88.5968,0.203643,0.823719,-1.77863,0.163257,0,0,800,0,101,-388.567,616.917,0
854792,242.839,-385.565,88.6266,-1.07354,0.269186,-0.509987,0.163273,0,0,800,0,101,-388.542,616.905,0
854812,242.838,-385.563,88.6231,-0.79507,1.07836,-1.19005,0.162957,0,0,800,0,101,-388.541,616.901,0
854833,242.849,-385.602,88.605,-2.85915,-2.11695,-3.33948,0.162877,0,0,800,0,101,-388.558,616.964,0
854852,242.826,-385.635,88.6147,-1.32699,-3.15757,-1.59687,0.163233,0,0,800,0,101,-388.521,617.017,0
854872,242.862,-385.648,88.6198,5.13686,-4.18313,0.671905,0.162633,0,0,800,0,101,-388.58,617.036,0
854897,242.848,-385.606,88.6404,1.94995,-2.58434,-0.944324,0.16236,0,0,800,0,101,-388.494,616.888,0
854957,242.865,-385.607,88.5798,1.5867,0.52261,0.377798,0.162292,0,0,800,0,101,-388.521,616.992,0
854977,242.847,-385.611,88.6216,0.278667,-0.0160355,0.685889,0.162033,0,0,800,0,101,-388.555,616.978,0
854997,242.841,-385.599,88.5935,-0.624329,-0.430137,-2.03653,0.162426,0,0,800,0,101,-388.545,616.958,0
855017,242.822,-385.593,88.6128,-0.0494385,0.679723,1.55753,0.163057,0,0,800,0,101,-388.516,616.949,0
