timestamp,x,y,z,pitch,roll,yaw,vx,vy,vz,battery,cpu_load,vicon_count,set_position,set_velocity,calc_thrust
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707203,-2.14008,5.46667,74.5568,0,0,0,6.4159,3.82819,-500,0,0,2,-500,506,2070.99
707214,-2.27004,5.56393,74.6648,0,0,0,-11.69,8.0568,-500,0,0,4,-500,488,2072.2
707219,-2.33025,5.16984,74.6568,0,0,0,-2.40845,-15.7634,-500,0,0,5,-500,497,2073.3
707231,-2.24821,4.78184,74.8001,0,0,0,5.44119,-9.59224,-500,0,0,7,-500,505,2074.4
707254,-2.22551,4.87019,75.0508,0,0,0,2.44645,1.09123,-500,0,0,10,-500,496,2076.6
707261,-2.3044,4.8953,74.9165,0,0,0,-2.25401,0.717669,-500,0,0,11,-500,497,2077.7
707272,-1.9719,4.66132,74.7251,0,0,0,15.6497,-4.59633,-500,0,0,13,-500,515,2078.8
707284,-1.9205,4.61819,74.5989,0,0,0,-0.326192,-1.5177,-500,0,0,15,-500,499,2079.9
707295,-1.92257,4.63155,74.7396,0,0,0,-0.664916,1.44019,-500,0,0,17,-500,499,2081
707306,-1.81749,4.59653,74.7126,0,0,0,2.45302,-1.26346,-500,0,0,19,-500,501,2082.1
707311,-1.8481,4.59977,74.6895,0,0,0,-1.22454,0.129462,-500,0,0,20,-500,498,2083.31
707323,-1.67029,4.55874,74.7663,0,0,0,2.31438,-1.40902,-500,0,0,22,-500,502,2084.41
707334,-1.77063,4.65701,74.7592,0,0,0,-3.34344,3.62022,-500,0,0,24,-500,496,2085.51
707355,-1.78949,4.60612,74.7707,0,0,0,1.04865,0.346636,-500,0,0,27,-500,501,2087.71
707367,-1.8413,4.63129,74.7842,0,0,0,-0.140575,0.315345,-500,0,0,29,-500,498,2088.81
707373,-1.8479,4.56669,74.8046,0,0,0,-0.21986,-2.15343,-500,0,0,30,-500,499,2089.91
707384,-1.81556,4.54775,74.8281,0,0,0,0.0637133,-0.84549,-500,0,0,32,-500,500,2091.01
707406,-1.79809,4.60277,74.8324,0,0,0,0.467898,1.64695,-500,0,0,35,-500,500,2093.21
707417,-1.85774,4.65128,74.8139,0,0,0,0.10163,0.026048,-500,0,0,37,-500,500,2094.42
707423,-1.85376,4.61521,74.7972,0,0,0,0.132653,-1.20219,-500,0,0,38,-500,500,2095
707435,-1.80041,4.62208,74.7921,0,0,0,0.487886,0.0870826,-500,0,0,40,-500,500,2095
707457,-1.88223,4.61234,74.7602,0,0,0,-1.03621,-1.2492,-500,0,0,43,-500,498,2095
707469,-1.85637,4.62531,74.7495,0,0,0,1.16611,-2.13934,-500,0,0,45,-500,499,2095
707475,-1.90628,4.65808,74.756,0,0,0,-1.66374,1.09232,-500,0,0,46,-500,498,2095
707509,-1.95502,4.74702,74.7754,-90,-590,256380,0.0669798,-0.814494,-500,-51,23,50,-500,500,2072
707515,-1.96483,4.76479,74.7964,-40,-590,257400,-0.32703,0.592479,-500,-43,15,51,-500,499,2080
707526,-1.98227,4.76782,74.8057,0,-590,258420,0.15334,-0.582204,-500,-30,12,53,-500,500,2083
707549,-1.99724,4.74488,74.8125,60,-150,255390,-1.98812,-0.667797,-500,0,-6,56,-500,498,2100
707560,-1.96935,4.79166,74.816,60,-200,256240,-0.45119,-0.629754,-500,0,-23,58,-500,499,2100
707566,-1.97939,4.76903,74.8082,90,-250,257100,-0.334739,-0.754433,-500,-1,-35,59,-500,499,2100
707577,-2.02873,4.76097,74.8145,100,-320,257910,-1.21913,0.105688,-500,-7,-49,61,-500,498,2100
707588,-2.0318,4.78075,74.8152,80,-380,258690,-2.33968,1.35991,-500,-18,-68,63,-500,497,2100
707606,-2.00514,4.81549,74.839,80,-500,259870,0.687377,0.66697,-500,-25,-84,66,-500,500,2100
707617,-1.94,4.78699,74.8091,80,-540,260670,1.83255,-0.148194,-500,-30,-95,68,-500,501,2100
707628,-1.99531,4.77803,74.8162,100,-550,261380,0.190029,0.0539912,-500,-28,-100,70,-500,500,2100
707639,-1.98532,4.76561,74.8088,120,-590,262090,0.284348,0.0271471,-500,-20,-104,72,-500,500,2100
707667,-2.00141,4.78927,74.8115,150,-590,263780,-0.294027,-1.39433,-500,-9,-114,76,-500,499,2100
707678,-1.91564,4.7219,74.7766,50,-530,264510,2.83622,-3.08092,-500,-16,-121,78,-500,502,2100
707684,-1.93545,4.75245,74.8132,60,-550,265160,-0.660387,1.01845,-500,-17,-122,79,-500,499,2100
707696,-1.84289,4.45102,74.4392,120,-610,265710,8.10088,-3.74217,-500,-19,-124,81,-500,508,2100
707707,-2.00826,4.98146,75.1338,70,-610,266280,-0.670975,4.20785,-500,-21,-126,83,-500,499,2100
707718,-2.08329,5.26194,75.3294,70,-560,266790,1.80835,3.54024,-500,-18,-127,85,-500,501,2100
707730,-2.1338,5.09474,75.3488,120,-510,267230,-2.77273,-3.50708,-500,-13,-124,87,-500,501,2100
