timestamp,x,y,z,vx,vy,vz,yaw,sp_x,sp_y,sp_z,sp_flag,debug_1,debug_2,debug_3,debug_4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284627,-374.373,-998.095,67.3404,0.440434,0.772634,-2.82111,0.144052,0,0,750,0,101,0,0,0
287653,-374.405,-998.089,67.3698,-0.948205,0.680749,-0.352329,0.144407,0,0,750,0,101,0,0,0
287663,-374.401,-998.095,67.3782,-1.63453,0.145768,3.14208,0.143926,0,0,750,0,101,0,0,0
287675,-374.402,-998.09,67.3691,-1.11101,-0.103069,0.408387,0.143695,0,0,750,0,101,0,0,0
287685,-374.459,-998.044,67.406,0.794028,-2.17678,-0.0466179,0.144229,0,0,750,0,101,0,0,0
287695,-374.433,-998.104,67.4119,-3.81019,-1.19818,3.28614,0.14425,0,0,750,0,101,0,0,0
287745,-374.394,-998.103,67.3711,-0.271713,0.384148,0.0148967,0.144314,0,0,750,0,101,0,0,0
287755,-374.384,-998.106,67.3876,0.821473,-1.39134,-0.00567988,0.143831,0,0,750,0,101,0,0,0
287767,-374.405,-998.066,67.3881,-2.68725,0.518822,5.26597,0.144308,0,0,750,0,101,0,0,0
287777,-374.39,-998.091,67.3629,-1.97808,0.5094,-0.695556,0.143777,0,0,750,0,101,0,0,0
287787,-374.398,-998.093,67.3568,0.679451,-0.912585,0.0438616,0.144436,0,0,750,0,101,0,0,0
287797,-374.393,-998.09,67.3908,0.546245,-0.325708,2.84543,0.14428,0,0,750,0,101,0,0,0
287837,-374.403,-998.096,67.389,-2.26942,-1.33373,1.48569,0.144144,0,0,750,0,101,0,0,0
287857,-374.449,-998.031,67.3976,-5.76569,6.37086,3.21943,0.144308,0,0,750,0,101,0,0,0
287869,-374.406,-998.087,67.3564,-1.53854,-0.274915,-2.60278,0.143803,0,0,750,0,101,0,0,0
287879,-374.45,-998.047,67.4006,-3.77112,5.96717,3.42192,0.143809,0,0,750,0,101,0,0,0
287889,-374.391,-998.105,67.3824,0.677311,0.784802,0.503193,0.144208,0,0,750,0,101,0,0,0
287929,-374.42,-998.088,67.3603,-3.03611,1.96866,-0.419365,0.144359,0,0,750,0,101,0,0,0
287939,-374.392,-998.096,67.3451,0.0635091,0.649411,-2.83274,0.144303,0,0,750,0,101,0,0,0
287949,-374.401,-998.091,67.3734,-0.604982,-0.912941,-0.063251,0.144208,0,0,750,0,101,0,0,0
287959,-374.39,-998.075,67.3702,1.07437,1.69861,-0.559733,0.144195,0,0,750,0,101,0,0,0
287971,-374.387,-998.105,67.4209,0.231634,0.505169,5.04108,0.144251,0,0,750,0,101,0,0,0
287981,-374.385,-998.091,67.3674,7.5839,-5.78131,-2.68766,0.144256,0,0,750,0,101,0,0,0
287991,-374.46,-998.041,67.3881,-0.579451,-0.148969,1.13058,0.144303,0,0,750,0,101,0,0,0
288031,-374.385,-998.094,67.347,6.04141,-5.77376,-6.39881,0.144232,0,0,750,0,101,0,0,0
288041,-374.452,-998.031,67.4139,-6.92916,5.58811,2.93265,0.144189,0,0,750,0,101,0,0,0
288051,-374.387,-998.086,67.3869,-2.9011,0.0186177,0.628936,0.144182,0,0,750,0,101,0,0,0
288073,-374.374,-998.09,67.3859,0.766108,-0.42601,-1.50135,0.14379,0,0,750,0,101,0,0,0
288083,-374.381,-998.094,67.3696,2.48579,-0.781171,-1.56994,0.143936,0,0,750,0,101,0,0,0
288093,-374.388,-998.102,67.3767,-0.366452,-1.73012,-1.03879,0.143883,0,0,750,0,101,0,0,0
288133,-374.449,-998.044,67.3876,-0.0160707,-0.870523,-1.62664,0.144344,0,0,750,0,101,0,0,0
288143,-374.448,-998.035,67.3931,-4.49076,5.25276,1.01068,0.144327,0,0,750,0,101,0,0,0
