timestamp,x,y,z,pitch,roll,yaw,vx,vy,vz,battery,cpu_load,vicon_count,set_position,set_velocity,calc_thrust
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708659,-1.99488,5.80814,75.3736,-150,-510,254250,-0.000563001,0.00163919,-500,-8,-24,1,-500,499,2100
708670,-2.03283,4.33211,74.4656,-130,-510,250440,9.93428,-15.8188,-500,-22,-43,3,-500,509,2100
708676,-1.98508,4.72156,74.5678,-110,-490,250660,1.59164,12.9817,-500,-2,-47,4,-500,501,2100
708688,-2.02879,4.37753,74.2433,-90,-530,250870,-7.43156,-10.7533,-500,-27,-76,6,-500,492,2100
708700,-2.09435,4.49928,74.6313,0,-540,251050,-4.80072,-3.78529,-500,-67,-112,8,-500,495,2100
708712,-2.39015,4.71841,74.6853,50,-600,251160,-15.3308,-0.366896,-500,-96,-148,10,-500,505,2100
708718,-2.01941,4.69064,74.7452,110,-640,251250,12.3581,-0.925623,-500,-123,-180,11,-500,512,2100
708728,-2.61083,4.73164,74.6775,280,-610,251330,-7.97676,-5.54788,-500,-140,-204,13,-500,492,2100
708751,-3.91552,1.69902,99.8212,6540,5530,254010,-43.8811,-59.9648,-500,-493,-34,16,-500,456,2100
708763,-5.55586,5.35355,163.624,9730,6840,254780,-47.0155,140.468,-500,-304,631,18,-500,492,1600
708768,-8.8372,7.84653,213.249,10740,6670,261680,-131.254,99.7188,-500,-138,869,19,-500,368,1600
708779,-12.705,13.1985,338.841,7400,3900,256920,-139.412,37.4289,-500,23,905,21,-500,360,1600
708790,-15.1601,12.7648,476.653,2260,1350,255120,-38.9063,13.96,-500,164,806,23,-500,461,1600
708811,-28.3545,8.83871,701.268,-4240,-3650,255240,-109.864,38.9542,-500,434,371,26,-500,390,1600
708824,-35.5426,3.43197,790.782,-500,1390,255630,-85.8251,-86.7415,-500,586,200,28,-500,414,1650.27
708834,-34.3903,4.30189,832.843,2480,5600,255880,2.36872,41.7795,-500,696,127,30,-500,543,1724.63
708840,-34.9916,4.0552,854.921,3780,7190,256010,-20.0457,-8.22312,-500,751,128,31,-500,479,1685.54
708850,-31.9884,2.90607,892.732,4610,8490,256460,87.1811,-13.0281,-500,802,157,33,-500,587,1627.26
708861,-28.656,-1.43959,935.366,5630,9480,256990,71.7513,-102.867,-500,854,188,35,-500,571,1600
708885,-19.444,-21.3465,1034.26,6680,10210,257990,62.0899,-214.349,-500,957,180,38,-500,577,1600
708896,-18.2736,-34.4039,1077.91,6370,10430,258500,23.5729,-241.368,-500,1022,169,40,-500,518,1600
708901,-19.0627,-40.7335,1096.97,5570,10070,258660,-31.5634,-253.186,-500,1076,148,41,-500,468,1600
708913,-22.2649,-58.5942,1139.7,5030,10030,258490,-57.1498,-311.471,-500,1118,114,43,-500,442,1600
708923,-25.5298,-73.6827,1170.48,4960,9960,258360,-68.6213,-295.965,-500,1117,57,45,-500,431,1600
708935,-30.2775,-94.3264,1202.12,5080,9940,258360,-94.758,-350.501,-500,975,-41,47,-500,405,1656.52
708941,-33.9998,-106.09,1217.26,4400,9640,258950,-124.077,-392.112,-500,822,-120,48,-500,375,1739.83
708953,-45.3154,-132.694,1248.83,3000,8810,259890,-212.545,-462.701,-500,714,-196,50,-500,287,1812.55
708963,-61.0732,-156.936,1273.64,940,6640,261090,-350.083,-497.089,-500,619,-261,52,-500,149,1880.63
708974,-83.7641,-185.22,1298.7,-930,3880,262290,-427.668,-517.367,-500,534,-324,54,-500,72,1946
708985,-109.102,-213.107,1323.17,-2300,2290,262670,-455.536,-515.37,-500,466,-339,56,-500,44,1962.59
709006,-146.097,-263.253,1364.84,-2180,2740,262740,-276.508,-440.087,-500,379,-443,59,-500,223,2070.71
709018,-161.79,-292.295,1386.43,-1520,4290,262160,-252.224,-500.009,-500,365,-445,61,-500,229,2072.82
709024,-169.123,-307.636,1397.34,-280,5340,261780,-244.429,-511.366,-500,342,-427,62,-500,255,2052.88
709035,-177.291,-335.655,1420.52,1010,5930,261730,-141.585,-502.229,-500,351,-494,64,-500,358,2100
709046,-181.253,-363.227,1435.49,3210,6700,262300,-48.3738,-494.379,-500,375,-466,66,-500,451,2097.45
